title,symbol,code,board,cat,capital,vol
MINETECH RESOURCES BERHAD,MINETEC,7219,Main Market,Industrial Products & Services,239.95,698314.0
MTD ACPI ENGINEERING BERHAD,MTDACPI,5924,Main Market,Construction,44.01,24504.0
ENCORP BERHAD,ENCORP,6076,Main Market,Property,61.3,0.0
WTK HOLDINGS BERHAD,WTK,4243,Main Market,Industrial Products & Services,173.28,14734.0
AEMULUS HOLDINGS BERHAD,AEMULUS,0181,Ace Market,Technology,131.87,46741.0
GOLDEN PHAROS BERHAD,GPHAROS,5649,Main Market,Industrial Products & Services,21.2,90.0
OCB BERHAD,OCB,5533,Main Market,Consumer Products & Services,44.23,1351.0
VERSATILE CREATIVE BERHAD,VERSATL,4995,Main Market,Industrial Products & Services,82.76,7813.0
HUME INDUSTRIES BERHAD,HUMEIND,5000,Main Market,Industrial Products & Services,601.66,5234.0
PARKSON HOLDINGS BERHAD,PARKSON,5657,Main Market,Consumer Products & Services,103.92,151081.0
TRANSOCEAN HOLDINGS BHD,TOCEAN,7218,Main Market,Transportation & Logistics,20.09,0.0
AVILLION BERHAD,AVI,8885,Main Market,Consumer Products & Services,70.83,61299.0
INDUSTRONICS BERHAD,ITRONIC,9393,Main Market,Technology,12.67,114.0
JASA KITA BERHAD,JASKITA,8648,Main Market,Industrial Products & Services,33.72,0.0
TRADEPLUS NYSE FANG+ DAILY (2X) LEVERAGED TRACKER,FANG-2XL,0830EA,,,1.25,15.0
NEXGRAM HOLDINGS BERHAD,NEXGRAM,0096,Ace Market,Telecommunications & Media,51.78,144216.0
PNE PCB BERHAD,PNEPCB,6637,Main Market,Industrial Products & Services,142.35,117074.0
ALAM MARITIM RESOURCES BERHAD,ALAM,5115,Main Market,Energy,118.26,724325.0
MQ TECHNOLOGY BERHAD,MQTECH,0070,Ace Market,Technology,20.48,16300.0
TRADEPLUS NYSE FANG+ DAILY (-1X) INVERSE TRACKER,FANG-1XI,0831EA,,,1.32,0.0
GREEN PACKET BERHAD,GPACKET,0082,Main Market,Telecommunications & Media,668.66,463277.0
SAUDEE GROUP BERHAD,SAUDEE,5157,Main Market,Consumer Products & Services,24.2,1987.0
TSR CAPITAL BERHAD,TSRCAP,5042,Main Market,Construction,43.61,186.0
AHB HOLDINGS BERHAD,AHB,7315,Main Market,Consumer Products & Services,13.21,11470.0
GLOBAL ORIENTAL BERHAD,GOB,1147,Main Market,Property,102.3,5124.0
PASUKHAS GROUP BERHAD,PASUKGB,0177,Ace Market,Industrial Products & Services,24.43,8660.0
MACPIE BERHAD,MACPIE,0140,Ace Market,Consumer Products & Services,42.4,200.0
VSOLAR GROUP BERHAD,VSOLAR,0066,Ace Market,Technology,18.49,66650.0
DYNACIATE GROUP BERHAD,DYNACIA,5178,Main Market,Industrial Products & Services,32.19,75408.0
ENRA GROUP BERHAD,ENRA,8613,Main Market,Property,129.4,0.0
SYF RESOURCES BERHAD,SYF,7082,Main Market,Consumer Products & Services,80.5,20000.0
CYCLE & CARRIAGE BINTANG BERHAD,CCB,2925,Main Market,Consumer Products & Services,146.08,466.0
MINDA GLOBAL BERHAD,MINDA,5166,Main Market,Consumer Products & Services,55.8,17611.0
KOMARKCORP BERHAD,KOMARK,7017,Main Market,Industrial Products & Services,54.48,43483.0
SHIN YANG SHIPPING CORPORATION BERHAD,SYSCORP,5173,Main Market,Transportation & Logistics,210.0,2200.0
XINGHE HOLDINGS BERHAD,XINGHE,0095,Ace Market,Consumer Products & Services,156.0,27318.0
MSM MALAYSIA HOLDINGS BERHAD,MSM,5202,Main Market,Consumer Products & Services,442.88,57171.0
EURO HOLDINGS BERHAD,EURO,7208,Main Market,Consumer Products & Services,304.72,7994.0
REACH ENERGY BERHAD,REACH,5256,Main Market,Energy,93.2,135908.0
NWP HOLDINGS BERHAD,NWP,5025,Main Market,Industrial Products & Services,53.94,1022.0
XOX BHD,XOX,0165,Ace Market,Telecommunications & Media,82.06,826691.0
SUNZEN BIOTECH BERHAD,SUNZEN,0148,Ace Market,Consumer Products & Services,45.48,4765.0
ADVANCE INFORMATION MARKETING BERHAD,AIM,0122,Ace Market,Industrial Products & Services,59.86,0.0
MMAG HOLDINGS BERHAD,MMAG,0034,Ace Market,Technology,255.53,1065.0
SEREMBAN ENGINEERING BERHAD,SEB,5163,Main Market,Industrial Products & Services,40.8,0.0
LION INDUSTRIES CORPORATION BERHAD,LIONIND,4235,Main Market,Industrial Products & Services,186.66,87387.0
YKGI HOLDINGS BERHAD,YKGI,7020,Main Market,Industrial Products & Services,31.56,2774.0
PDZ HOLDINGS BHD,PDZ,6254,Main Market,Transportation & Logistics,20.46,15817.0
KEY ASIC BERHAD,KEYASIC,0143,Main Market,Technology,111.11,92762.0
MTOUCHE TECHNOLOGY BERHAD,MTOUCHE,0092,Ace Market,Telecommunications & Media,39.88,153896.0
EQUITIESTRACKER HOLDINGS BERHAD,ETH,03021,Leap Market,Consumer Products & Services,46.65,0.0
NETX HOLDINGS BERHAD,NETX,0020,Ace Market,Technology,45.99,59133.0
TECHNODEX BHD,TDEX,0132,Ace Market,Technology,42.19,44100.0
HANDAL ENERGY BERHAD,HANDAL,7253,Main Market,Energy,50.33,6151.0
EDARAN BERHAD,EDARAN,5036,Main Market,Technology,19.8,1078.0
POS MALAYSIA BERHAD,POS,4634,Main Market,Transportation & Logistics,868.88,52274.0
REV ASIA BERHAD,REV,0173,Ace Market,Telecommunications & Media,12.12,0.0
K-STAR SPORTS LIMITED,KSTAR,5172,Main Market,Consumer Products & Services,35.65,14310.0
IREKA CORPORATION BERHAD,IREKA,8834,Main Market,Construction,70.02,1031.0
BTM RESOURCES BERHAD,BTM,7188,Main Market,Industrial Products & Services,14.84,3276.0
SEACERA GROUP BERHAD,SEACERA,7073,Main Market,Industrial Products & Services,132.47,6591.0
NEXTGREEN GLOBAL BERHAD,NGGB,7241,Main Market,Industrial Products & Services,140.89,5840.0
JOHAN HOLDINGS BERHAD,JOHAN,3441,Main Market,Financial Services,46.72,2810.0
PRG HOLDINGS BERHAD,PRG,7168,Main Market,Consumer Products & Services,71.04,12450.0
PRESTARIANG BERHAD,PRESBHD,5204,Main Market,Technology,142.78,37990.0
CONNECTCOUNTY HOLDINGS BERHAD,CONNECT,0102,Ace Market,Industrial Products & Services,60.45,90276.0
EA HOLDINGS BERHAD,EAH,0154,Ace Market,Technology,76.08,63378.0
MEDIA PRIMA BERHAD,MEDIA,4502,Main Market,Telecommunications & Media,171.93,73270.0
DGB ASIA BERHAD,DGB,0152,Ace Market,Technology,29.83,81428.0
LEWEKO RESOURCES BERHAD,LEWEKO,8745,Main Market,Industrial Products & Services,47.7,3046.0
SMRT HOLDINGS BERHAD,SMRT,0117,Ace Market,Technology,26.46,3708.0
MUDAJAYA GROUP BERHAD,MUDAJYA,5085,Main Market,Construction,184.65,65408.0
BOUSTEAD HOLDINGS BERHAD,BSTEAD,2771,Main Market,Industrial Products & Services,1327.68,57513.0
MALAYAN UNITED INDUSTRIES BERHAD,MUIIND,3891,Main Market,Consumer Products & Services,483.87,571950.0
LYC HEALTHCARE BERHAD,LYC,0075,Ace Market,Technology,151.87,117340.0
M3 TECHNOLOGIES (ASIA) BERHAD,M3TECH,0017,Ace Market,Telecommunications & Media,41.94,29537.0
TH PLANTATIONS BERHAD,THPLANT,5112,Main Market,Plantation,291.67,9246.0
PHARMANIAGA BERHAD,PHARMA,7081,Main Market,Health Care,660.91,15815.0
PRICEWORTH INTERNATIONAL BERHAD,PWORTH,7123,Main Market,Industrial Products & Services,81.9,27114.0
G3 GLOBAL BERHAD,G3,7184,Main Market,Consumer Products & Services,1081.36,152.0
GREEN OCEAN CORPORATION BERHAD,GOCEAN,0074,Ace Market,Consumer Products & Services,31.87,2182.0
ASDION BERHAD,ASDION,0068,Ace Market,Technology,15.99,3767.0
TFP SOLUTIONS BERHAD,TFP,0145,Ace Market,Technology,16.64,3026.0
SAPURA ENERGY BERHAD,SAPNRG,5218,Main Market,Energy,1677.8,1533379.0
CME GROUP BERHAD,CME,7018,Main Market,Industrial Products & Services,17.53,10208.0
SARAWAK CABLE BERHAD,SCABLE,5170,Main Market,Industrial Products & Services,68.17,1150.0
SINOTOP HOLDINGS BERHAD,SINOTOP,8532,Main Market,Consumer Products & Services,286.02,518379.0
DATAPREP HOLDINGS BHD,DATAPRP,8338,Main Market,Technology,69.53,12526.0
WZ SATU BERHAD,WZSATU,7245,Main Market,Industrial Products & Services,110.01,52431.0
NATIONWIDE EXPRESS HOLDINGS BERHAD,NATWIDE,9806,Main Market,Transportation & Logistics,12.94,1395.0
IDIMENSION CONSOLIDATED BHD,IDMENSN,0174,Ace Market,Technology,8.16,5409.0
RED IDEAS HOLDINGS BERHAD,REDIDEA,03002,Leap Market,Technology,25.2,0.0
DESTINI BERHAD,DESTINI,7212,Main Market,Industrial Products & Services,178.38,20457.0
MARINE & GENERAL BERHAD,M&G,5078,Main Market,Transportation & Logistics,47.05,1400.0
RED SENA BERHAD,RSENA,5270,Main Market,SPAC,505.0,0.0
MALAYSIA PACIFIC CORPORATION BERHAD,MPCORP,6548,Main Market,Property,24.45,100.0
BOUSTEAD HEAVY INDUSTRIES CORPORATION BHD,BHIC,8133,Main Market,Transportation & Logistics,165.22,789.0
KHEE SAN BERHAD,KHEESAN,6203,Main Market,Consumer Products & Services,34.32,24254.0
SINO HUA-AN INTERNATIONAL BERHAD,HUAAN,2739,Main Market,Energy,112.23,290545.0
SOUTHERN STEEL BERHAD,SSTEEL,5665,Main Market,Industrial Products & Services,292.19,455.0
SCOMI ENERGY SERVICES BHD,SCOMIES,7045,Main Market,Energy,74.94,62954.0
IPMUDA BERHAD,IPMUDA,5673,Main Market,Industrial Products & Services,16.67,90.0
PUC BERHAD,PUC,0007,Ace Market,Telecommunications & Media,68.84,16677.0
SILVER RIDGE HOLDINGS BHD,SRIDGE,0129,Ace Market,Telecommunications & Media,58.68,27423.0
GOODWAY INTEGRATED INDUSTRIES BERHAD,GOODWAY,7192,Main Market,Industrial Products & Services,26.87,10004.0
SEERS BERHAD,SEERS,03009,Leap Market,Consumer Products & Services,25.76,0.0
KONSORTIUM TRANSNASIONAL BERHAD,KTB,4847,Main Market,Consumer Products & Services,16.11,4333.0
AIRASIA X BERHAD,AAX,5238,Main Market,Consumer Products & Services,435.56,270782.0
DOLOMITE CORPORATION BERHAD,DOLMITE,5835,Main Market,Industrial Products & Services,20.37,1300.0
IKHMAS JAYA GROUP BERHAD,IKHMAS,5268,Main Market,Construction,38.24,61364.0
HENG HUAT RESOURCES GROUP BERHAD,HHGROUP,0175,Ace Market,Industrial Products & Services,12.22,607.0
PERAK CORPORATION BERHAD,PRKCORP,8346,Main Market,Transportation & Logistics,17.0,271.0
PRIVASIA TECHNOLOGY BERHAD,PRIVA,0123,Ace Market,Telecommunications & Media,30.7,8249.0
